numero_compte,code_client,type_compte,produit_bancaire,statut_compte,date_ouverture,devise,solde_initial
237-01-951405256,CUST-0000470,Tontine,Compte tontine,Actif,2022-06-23,FCFA,3786218
237-01-843083860,CUST-0000906,Épargne,Épargne projet,Actif,2025-08-18,FCFA,1975217
237-01-542507057,CUST-0001339,Épargne,Épargne projet,Actif,04/08/2017,XAF,3447394
237-01-560216718,CUST-0001642,Professionnel,Crédit scolaire,Actif,2022-09-03,FCFA,2081250
237-01-910524720,CUST-0005103,Professionnel,Compte professionnel,Actif,2020-05-27,XAF,3060511
237-01-326305647,CUST-0001224,Tontine,Compte tontine,Actif,2020-09-08,FCFA,1818370
237-01-792590351,CUST-0002459,Professionnel,Crédit commercial,Actif,2023-05-22,FCFA,3906692
237-01-340958496,CUST-0003431,Association,Compte association,Actif,2024-07-03,FCFA,1013755
237-01-142744925,CUST-0005763,Épargne,Épargne classique,Actif,17/08/2017,XAF,214796
237-01-200692802,CUST-0005140,Épargne,Épargne projet,Actif,2018-11-15,FCFA,2043088
237-01-516636122,CUST-0001121,Courant,Compte courant,Actif,2019-06-06,XAF,747625
237-01-987724897,CUST-0005658,Commerçant,Compte commerçant,Actif,2022-05-26,XAF,3014352
237-01-159353974,CUST-0001164,Professionnel,Crédit commercial,Actif,2024-03-23,XAF,3938257
237-01-202004738,CUST-0003916,Professionnel,Compte professionnel,Actif,2026-05-07,FCFA,1927805
237-01-809147535,CUST-0005368,Professionnel,Crédit scolaire,Bloqué,2020-10-22,FCFA,3524690
237-01-235011340,CUST-0000823,Professionnel,Crédit scolaire,Actif,2024-11-09,XAF,691438
237-01-542349815,CUST-0002842,Courant,Compte salaire,Actif,2023-08-01,FCFA,1896016
237-01-234874429,CUST-0003576,Professionnel,Crédit scolaire,Actif,2018-03-20,XAF,463373
237-01-255994791,CUST-0002069,Association,Compte association,Actif,29/08/2018,FCFA,3745861
237-01-620069114,CUST-0003167,Épargne,Épargne classique,Actif,2021-04-15,FCFA,4063273
237-01-958731874,CUST-0004980,Épargne,Épargne jeune,Actif,2026-05-27,XAF,925545
237-01-292062804,CUST-0000918,Professionnel,Compte professionnel,Actif,2026-03-11,XAF,3398629
237-01-179322247,CUST-0005089,Professionnel,Crédit scolaire,Clôturé,2023-10-20,XAF,4173518
237-01-877515389,CUST-0000583,Tontine,Compte tontine,Dormant,2026-06-08,FCFA,1155326
237-01-979284398,CUST-0005179,Épargne,Épargne classique,Actif,2021-11-20,FCFA,2398565
237-01-460010395,CUST-0005282,Courant,Compte salaire,Actif,2022/01/21,FCFA,3506801
237-01-790639368,CUST-0001634,Professionnel,Crédit scolaire,Actif,2021-07-31,FCFA,3508352
237-01-697018205,CUST-0002245,Épargne,Épargne projet,Actif,2024-02-23,XAF,4603787
237-01-140499368,CUST-0002869,Professionnel,Crédit commercial,Actif,13/05/2023,XAF,3321256
237-01-139387304,CUST-0001994,Commerçant,Compte commerçant,Actif,2019-03-21,FCFA,938981
237-01-517074875,CUST-0002052,Tontine,Compte tontine,Actif,2024-05-28,XAF,1613166
237-01-518446425,CUST-0002696,Professionnel,Compte professionnel,Actif,2019-10-26,XAF,1677340
237-01-511166251,CUST-0005186,Courant,Compte courant,Actif,2022-08-23,FCFA,2569003
237-01-509216275,CUST-0005649,Épargne,Épargne projet,Actif,2026-04-11,XAF,4063785
237-01-406497891,CUST-0002023,Commerçant,Compte commerçant,Actif,2018-11-26,FCFA,4230833
237-01-328041327,CUST-0005531,Épargne,Épargne jeune,Actif,2022-02-22,XAF,538319
237-01-797246680,CUST-0001879,Professionnel,Crédit scolaire,Actif,2020-05-13,FCFA,155169
237-01-700559745,CUST-0004517,Épargne,Épargne projet,Dormant,2017-05-13,FCFA,1557765
237-01-219482337,CUST-0003385,Épargne,Épargne jeune,Bloqué,2024-01-30,FCFA,3819795
237-01-408625504,CUST-0002016,Association,Compte association,Actif,2025-12-17,FCFA,288985
237-01-833195280,CUST-0003969,Épargne,Épargne projet,Bloqué,2020-08-22,FCFA,1621575
237-01-163064649,CUST-0004016,Courant,Compte salaire,Actif,2022-08-19,FCFA,1373825
237-01-771948632,CUST-0000721,Épargne,Épargne jeune,Actif,2026/05/01,XAF,569156
237-01-977314838,CUST-0003601,Professionnel,Compte professionnel,Actif,2018-07-27,FCFA,4843213
237-01-290220045,CUST-0004036,Tontine,Compte tontine,Actif,2023-01-14,XAF,1329544
237-01-735381753,CUST-0003477,Tontine,Compte tontine,Actif,2021-04-04,XAF,1770511
237-01-808898912,CUST-0001981,Professionnel,Crédit commercial,Actif,2026-05-26,FCFA,3197774
237-01-455963212,CUST-0003001,Commerçant,Compte commerçant,Actif,2019-06-17,XAF,2188914
237-01-641252566,CUST-0001263,Courant,Compte salaire,Actif,2026/06/15,XAF,3793067
237-01-882878854,CUST-0003002,Épargne,Épargne jeune,Actif,2025-01-20,XAF,517853
237-01-479736564,CUST-0000781,Épargne,Épargne jeune,Actif,2019-02-02,XAF,2857429
237-01-372092526,CUST-0004542,Tontine,Compte tontine,Dormant,2021-09-01,XAF,2677726
237-01-591110062,CUST-0001425,Professionnel,Crédit scolaire,Actif,09/04/2025,XAF,4790672
237-01-918981227,CUST-0000207,Courant,Compte salaire,Actif,2018-06-15,FCFA,135231
237-01-351114767,CUST-0000938,Épargne,Épargne jeune,Actif,2020-10-13,XAF,3445262
237-01-941173507,CUST-0004876,Professionnel,Compte professionnel,Actif,16/06/2022,FCFA,4932819
237-01-904503974,CUST-0005559,Courant,Compte salaire,Actif,2019-07-15,FCFA,1386333
237-01-390891801,CUST-0004777,Commerçant,Compte commerçant,Actif,2018-12-15,XAF,3894171
237-01-219982269,CUST-0004554,Professionnel,Crédit commercial,Actif,2023-01-19,FCFA,9895
237-01-949974798,CUST-0003953,Association,Compte association,Actif,2018-01-05,FCFA,2415322
237-01-829466125,CUST-0003379,Professionnel,Compte professionnel,Bloqué,2017-03-20,FCFA,3684991
237-01-807682627,CUST-0000993,Épargne,Épargne classique,Clôturé,2024-05-30,FCFA,202555
237-01-110020809,CUST-0000270,Professionnel,Compte professionnel,Actif,2021-11-02,XAF,2483737
237-01-823690577,CUST-0003301,Professionnel,Crédit commercial,Actif,2020-10-16,XAF,1716863
237-01-700006271,CUST-0000618,Professionnel,Crédit scolaire,Actif,2018-10-27,XAF,3506261
237-01-829403458,CUST-0000010,Tontine,Compte tontine,Actif,2025-08-21,FCFA,43971
237-01-870872174,CUST-0001272,Courant,Compte courant,Actif,2023-11-08,FCFA,1763434
237-01-908032044,CUST-0003406,Association,Compte association,Actif,2017/12/23,FCFA,1411825
237-01-958428875,CUST-0005723,Tontine,Compte tontine,Actif,2021-03-27,XAF,3389243
237-01-706284379,CUST-0002278,Professionnel,Crédit scolaire,Clôturé,2021-10-14,XAF,83541
237-01-795743949,CUST-0006023,Professionnel,Crédit commercial,Actif,2020-10-31,XAF,4490790
237-01-298358613,CUST-0003354,Épargne,Épargne jeune,Actif,2022-04-15,XAF,4979396
237-01-342624820,CUST-0002145,Tontine,Compte tontine,Actif,2019-09-25,XAF,3088198
237-01-659966586,CUST-0000310,Épargne,Épargne projet,Actif,2017-04-13,FCFA,2925134
237-01-439163609,CUST-0002947,Épargne,Épargne projet,Actif,2023-03-15,FCFA,170354
237-01-577251882,CUST-0001110,Commerçant,Compte commerçant,Actif,25/09/2022,XAF,1056367
237-01-351891563,CUST-0000125,Épargne,Épargne jeune,Clôturé,2023/10/07,XAF,1967949
237-01-261604650,CUST-0005511,Professionnel,Crédit scolaire,Actif,2024-11-08,FCFA,1439628
237-01-375978371,CUST-0002554,Professionnel,Crédit scolaire,Actif,2024-09-20,FCFA,2908779
237-01-103238360,CUST-0000552,Courant,Compte salaire,Actif,2020-07-28,FCFA,2601190
237-01-275781654,CUST-0002752,Professionnel,Crédit scolaire,Actif,2025-02-16,XAF,3346119
237-01-523809412,CUST-0004099,Courant,Compte courant,Actif,2017/12/31,XAF,1155847
237-01-507924213,CUST-0006137,Commerçant,Compte commerçant,Actif,2020/01/03,FCFA,4509405
237-01-742973368,CUST-0000042,Association,Compte association,Actif,2021-09-22,FCFA,763887
237-01-960206334,CUST-0003875,Commerçant,Compte commerçant,Actif,2024-04-13,FCFA,2988022
237-01-227189711,CUST-0005100,Courant,Compte salaire,Actif,2018-09-06,FCFA,3775419
237-01-879884849,CUST-0005181,Épargne,Épargne projet,Actif,2022-12-28,FCFA,2394837
237-01-516063362,CUST-0005585,Courant,Compte courant,Actif,2017-12-06,FCFA,4468038
237-01-638993461,CUST-0003443,Courant,Compte salaire,Dormant,2026-02-28,FCFA,314450
237-01-981836297,CUST-0000817,Courant,Compte salaire,Actif,2022/01/29,FCFA,1854665
237-01-744364749,CUST-0006193,Épargne,Épargne classique,Actif,2017-02-26,XAF,2678708
237-01-290497211,CUST-0000356,Commerçant,Compte commerçant,Actif,2017/11/27,XAF,2209290
237-01-383835450,CUST-0000151,Courant,Compte courant,Actif,2019-08-17,FCFA,2336345
237-01-546810533,CUST-0001214,Tontine,Compte tontine,Actif,2025-04-15,FCFA,473117
237-01-620491942,CUST-0001389,Épargne,Épargne classique,Actif,2023-08-05,FCFA,540353
237-01-192077984,CUST-0001679,Courant,Compte courant,Actif,2025-06-24,XAF,4349550
237-01-444301216,CUST-0005764,Épargne,Épargne projet,Actif,2017-06-24,FCFA,3752635
237-01-920793368,CUST-0002094,Tontine,Compte tontine,Actif,2024-05-03,FCFA,2937518
237-01-364273197,CUST-0004211,Épargne,Épargne classique,Clôturé,2025-01-12,XAF,4013143
237-01-698374391,CUST-0002837,Professionnel,Compte professionnel,Bloqué,29/04/2019,XAF,3068086
237-01-491937081,CUST-0004526,Épargne,Épargne projet,Actif,2018-11-23,FCFA,1175982
237-01-602626149,CUST-0000625,Épargne,Épargne classique,Actif,2017-06-29,FCFA,4140827
237-01-210168899,CUST-0001228,Association,Compte association,Dormant,2017-11-12,XAF,1279710
237-01-368131959,CUST-0004219,Courant,Compte salaire,Actif,2018-07-20,XAF,1376040
237-01-203272982,CUST-0002396,Épargne,Épargne classique,Actif,2025-07-11,XAF,373377
237-01-321095286,CUST-0001021,Courant,Compte courant,Actif,2023-03-10,FCFA,1043560
237-01-869655176,CUST-0004387,Épargne,Épargne jeune,Actif,2018-02-17,XAF,41091
237-01-633905729,CUST-0005707,Professionnel,Compte professionnel,Actif,2025/05/13,FCFA,4273589
237-01-731594180,CUST-0005856,Tontine,Compte tontine,Actif,2020-10-13,XAF,1151276
237-01-775811418,CUST-0000893,Professionnel,Crédit commercial,Actif,2023-07-18,XAF,432774
237-01-912818797,CUST-0000917,Courant,Compte courant,Actif,2020-10-29,FCFA,1200705
237-01-690487590,CUST-0004855,Professionnel,Crédit commercial,Actif,2018-11-15,XAF,4919697
237-01-389029766,CUST-0002902,Épargne,Épargne classique,Actif,2023-02-08,FCFA,2779239
237-01-514065781,CUST-0004036,Professionnel,Crédit scolaire,Actif,2024-07-04,FCFA,4938630
237-01-547377616,CUST-0000469,Courant,Compte courant,Actif,2024-08-14,XAF,1624273
237-01-671010756,CUST-0000388,Professionnel,Crédit commercial,Actif,2017-12-23,XAF,3543864
237-01-578548286,CUST-0002277,Professionnel,Crédit commercial,Actif,2026/05/13,XAF,2791461
237-01-119949814,CUST-0000808,Courant,Compte courant,Actif,2020-09-05,XAF,4879124
237-01-756861883,CUST-0004238,Professionnel,Crédit commercial,Actif,2020-07-06,XAF,4929024
237-01-697560862,CUST-0001776,Professionnel,Crédit commercial,Actif,2017-03-22,FCFA,1112609
237-01-826729904,CUST-0003285,Professionnel,Crédit commercial,Actif,2018-06-24,XAF,414943
237-01-996656878,CUST-0000543,Épargne,Épargne jeune,Actif,18/07/2018,FCFA,4276480
237-01-882051926,CUST-0003238,Commerçant,Compte commerçant,Actif,2023-01-27,FCFA,3900580
237-01-367233088,CUST-0000877,Épargne,Épargne jeune,Actif,2019-08-23,XAF,3624723
237-01-150417917,CUST-0002803,Courant,Compte courant,Actif,2021-01-07,FCFA,3685500
237-01-887139791,CUST-0005243,Professionnel,Compte professionnel,Actif,2021-02-19,FCFA,579671
237-01-352885247,CUST-0004360,Professionnel,Crédit scolaire,Actif,2021-01-19,XAF,4400395
237-01-545004287,CUST-0002376,Courant,Compte courant,Actif,25/01/2026,XAF,636685
237-01-337240307,CUST-0005205,Professionnel,Crédit commercial,Actif,2019-10-27,FCFA,1790817
237-01-931732424,CUST-0002806,Professionnel,Compte professionnel,Bloqué,2024-11-16,FCFA,3183291
237-01-704666056,CUST-0005923,Courant,Compte courant,Actif,2024-08-27,XAF,3379065
237-01-881895602,CUST-0002832,Courant,Compte courant,Actif,2018-08-07,FCFA,2412459
237-01-451241510,CUST-0001954,Professionnel,Compte professionnel,Actif,2026-05-03,XAF,114450
237-01-588700787,CUST-0003197,Association,Compte association,Actif,07/06/2018,FCFA,2228725
237-01-891761253,CUST-0003101,Épargne,Épargne jeune,Actif,2025-12-16,FCFA,1326750
237-01-312546163,CUST-0002251,Professionnel,Crédit scolaire,Actif,2019-02-16,FCFA,2276935
237-01-400461275,CUST-0000121,Professionnel,Crédit scolaire,Actif,2021-10-27,FCFA,3414947
237-01-942410657,CUST-0001914,Épargne,Épargne jeune,Actif,2022-02-04,FCFA,646206
237-01-543906858,CUST-0003914,Professionnel,Compte professionnel,Actif,2023-07-30,XAF,1126735
237-01-228674497,CUST-0004926,Professionnel,Crédit scolaire,Actif,2025-03-29,XAF,65614
237-01-454396733,CUST-0005349,Professionnel,Crédit commercial,Actif,2024-08-16,FCFA,1772836
237-01-803227361,CUST-0004030,Professionnel,Crédit commercial,Actif,2024/03/13,XAF,3885388
237-01-186650050,CUST-0003466,Professionnel,Crédit scolaire,Actif,2019-03-03,FCFA,1700814
237-01-919958564,CUST-0001652,Courant,Compte courant,Actif,2017-10-27,XAF,4191866
237-01-324529281,CUST-0004673,Épargne,Épargne classique,Actif,2026/01/27,FCFA,2238422
237-01-154950961,CUST-0004567,Professionnel,Crédit commercial,Actif,2023-02-03,XAF,1111693
237-01-448044320,CUST-0002643,Courant,Compte courant,Actif,2019-08-03,FCFA,1992070
237-01-615547958,CUST-0002757,Courant,Compte courant,Dormant,2025-08-29,XAF,2781504
237-01-766348029,CUST-0002872,Professionnel,Compte professionnel,Actif,2019-10-23,FCFA,2076754
237-01-320020690,CUST-0001291,Professionnel,Compte professionnel,Dormant,2018-01-16,XAF,4172659
237-01-803687846,CUST-0002779,Épargne,Épargne classique,Actif,2017-01-06,XAF,1052342
237-01-706488977,CUST-0005528,Tontine,Compte tontine,Actif,2022-05-07,FCFA,2933855
237-01-449221129,CUST-0001533,Tontine,Compte tontine,Actif,2019-03-17,XAF,3908482
237-01-974241425,CUST-0001869,Professionnel,Crédit commercial,Actif,2022-09-12,XAF,4840948
237-01-264227114,CUST-0005319,Association,Compte association,Actif,2024-02-22,FCFA,4867393
237-01-785685901,CUST-0004600,Courant,Compte courant,Actif,2025-12-14,XAF,3109991
237-01-373784421,CUST-0006058,Professionnel,Crédit scolaire,Bloqué,2018/01/08,FCFA,4212248
237-01-288505837,CUST-0001462,Association,Compte association,Actif,10/06/2022,FCFA,2512595
237-01-603785898,CUST-0002717,Commerçant,Compte commerçant,Actif,2021-11-07,FCFA,978333
237-01-955571714,CUST-0000852,Épargne,Épargne jeune,Actif,14/07/2017,FCFA,1444752
237-01-496532470,CUST-0002437,Association,Compte association,Actif,2025-01-25,XAF,806359
237-01-670633588,CUST-0004167,Professionnel,Compte professionnel,Actif,2018-08-21,FCFA,3966493
237-01-341618626,CUST-0000138,Professionnel,Compte professionnel,Actif,2023-05-31,XAF,198010
237-01-202394812,CUST-0000815,Professionnel,Crédit commercial,Actif,2018-07-12,FCFA,795084
237-01-918781245,CUST-0005955,Épargne,Épargne projet,Actif,2019/09/05,XAF,2957254
237-01-298176617,CUST-0000045,Épargne,Épargne jeune,Actif,2023-06-07,XAF,22195
237-01-967018875,CUST-0005912,Épargne,Épargne classique,Actif,2019-05-05,XAF,855557
237-01-941369967,CUST-0005937,Professionnel,Crédit commercial,Actif,2021/02/26,FCFA,3704905
237-01-858949209,CUST-0006084,Épargne,Épargne jeune,Actif,2026-02-24,XAF,3763972
237-01-396461604,CUST-0005857,Professionnel,Compte professionnel,Actif,2020/09/01,XAF,4640971
237-01-881211254,CUST-0002411,Courant,Compte courant,Actif,2024-08-14,XAF,3724452
237-01-937896253,CUST-0003056,Professionnel,Crédit commercial,Actif,2020-07-14,FCFA,1695658
237-01-239070033,CUST-0005648,Épargne,Épargne projet,Actif,2023-04-13,FCFA,949608
237-01-580605318,CUST-0003619,Courant,Compte salaire,Actif,2021-06-12,XAF,4699920
237-01-727881930,CUST-0002465,Tontine,Compte tontine,Bloqué,2022-02-10,FCFA,3299594
237-01-535393679,CUST-0003479,Association,Compte association,Actif,2025-06-29,FCFA,1950122
237-01-598747180,CUST-0003773,Épargne,Épargne jeune,Actif,2021-07-18,XAF,127701
237-01-767326079,CUST-0002174,Épargne,Épargne projet,Actif,2023/08/21,FCFA,414837
237-01-433358152,CUST-0002259,Professionnel,Compte professionnel,Actif,2017-12-05,FCFA,2080380
237-01-879150265,CUST-0004434,Association,Compte association,Bloqué,2019-01-23,XAF,346224
237-01-571151623,CUST-0001128,Professionnel,Compte professionnel,Actif,22/06/2021,FCFA,3002309
237-01-852523565,CUST-0001052,Tontine,Compte tontine,Actif,2020-05-08,XAF,722684
237-01-396148358,CUST-0005877,Association,Compte association,Actif,2025-01-16,XAF,1386390
237-01-858621229,CUST-0005961,Association,Compte association,Bloqué,2022/08/04,XAF,3223383
237-01-850528397,CUST-0003339,Épargne,Épargne jeune,Actif,2023-08-01,XAF,3612072
237-01-413243020,CUST-0003850,Épargne,Épargne classique,Actif,2021-08-19,XAF,1439523
237-01-548069854,CUST-0002685,Épargne,Épargne jeune,Dormant,2020-11-23,XAF,2349582
237-01-923286288,CUST-0000434,Épargne,Épargne projet,Actif,2023/05/11,FCFA,595335
237-01-708014649,CUST-0000763,Professionnel,Compte professionnel,Actif,2020-08-05,XAF,714518
237-01-337842109,CUST-0004684,Professionnel,Crédit scolaire,Actif,2022-12-13,XAF,3226238
237-01-960307593,CUST-0002303,Épargne,Épargne jeune,Actif,2021-05-31,XAF,1035906
237-01-296296438,CUST-0004513,Professionnel,Crédit commercial,Actif,2024-11-11,FCFA,919579
237-01-412339833,CUST-0001163,Épargne,Épargne projet,Actif,2017-01-16,FCFA,3623075
237-01-189026108,CUST-0004053,Épargne,Épargne classique,Actif,2024-02-03,FCFA,4947938
237-01-800092957,CUST-0000935,Commerçant,Compte commerçant,Actif,2025-02-16,FCFA,3740967
237-01-564478330,CUST-0003106,Tontine,Compte tontine,Actif,2019/10/04,XAF,3249081
237-01-182802715,CUST-0005493,Épargne,Épargne projet,Actif,2024-11-17,XAF,564795
237-01-540962787,CUST-0002671,Épargne,Épargne classique,Actif,2021-08-09,XAF,4185173
237-01-273185692,CUST-0004249,Tontine,Compte tontine,Actif,2023/08/21,XAF,526948
237-01-375165544,CUST-0005388,Commerçant,Compte commerçant,Actif,2017-05-20,XAF,148129
237-01-658123714,CUST-0005429,Courant,Compte salaire,Actif,2018/02/26,XAF,1320250
237-01-544247384,CUST-0000256,Professionnel,Crédit commercial,Dormant,2017-07-12,XAF,2486382
237-01-230556987,CUST-0000261,Épargne,Épargne jeune,Actif,2021-10-08,FCFA,80996
237-01-885287402,CUST-0001925,Tontine,Compte tontine,Actif,2023-09-02,XAF,1754632
237-01-169049475,CUST-0004958,Association,Compte association,Actif,11/03/2024,XAF,683058
237-01-815401386,CUST-0000625,Épargne,Épargne jeune,Actif,2020-09-05,XAF,504023
237-01-687667267,CUST-0005580,Association,Compte association,Actif,2022-07-09,FCFA,566423
237-01-777233244,CUST-0002958,Association,Compte association,Actif,2022/04/15,FCFA,1185681
237-01-224607730,CUST-0002417,Commerçant,Compte commerçant,Actif,2023-09-16,FCFA,2170433
237-01-286586089,CUST-0004897,Professionnel,Crédit commercial,Actif,2020-08-05,FCFA,4174185
237-01-725444553,CUST-0004976,Professionnel,Crédit commercial,Actif,2021-01-11,XAF,3223876
237-01-940616742,CUST-0001567,Commerçant,Compte commerçant,Actif,08/06/2024,FCFA,1964495
237-01-730118121,CUST-0002320,Professionnel,Crédit scolaire,Actif,2023-01-04,FCFA,2131678
237-01-118252016,CUST-0001795,Tontine,Compte tontine,Actif,2018-11-09,XAF,36026
237-01-935148902,CUST-0004775,Commerçant,Compte commerçant,Actif,2021-01-13,XAF,1495784
237-01-211920526,CUST-0003421,Commerçant,Compte commerçant,Actif,2020-01-06,FCFA,259129
237-01-420575055,CUST-0000418,Épargne,Épargne projet,Actif,2024-01-07,FCFA,3030815
